Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-10 00:00:00-05:00,14.720000267028809,18.5,13.609999656677246,15.640000343322754,7779700,0,0
2022-02-11 00:00:00-05:00,18.850000381469727,19.25,15.760000228881836,16.280000686645508,10037100,0,0
2022-02-14 00:00:00-05:00,16.5,16.722999572753906,13.550000190734863,15.0,2666400,0,0
2022-02-15 00:00:00-05:00,15.0,15.428999900817871,13.550000190734863,14.829999923706055,1441000,0,0
2022-02-16 00:00:00-05:00,15.220000267028809,15.920000076293945,14.930000305175781,15.8100004196167,906900,0,0
2022-02-17 00:00:00-05:00,16.0,22.799999237060547,15.699999809265137,18.1299991607666,5383600,0,0
2022-02-18 00:00:00-05:00,19.5,21.75,18.020000457763672,18.780000686645508,5123200,0,0
2022-02-22 00:00:00-05:00,20.600000381469727,20.795000076293945,19.299999237060547,19.989999771118164,1692800,0,0
2022-02-23 00:00:00-05:00,20.389999389648438,20.530000686645508,18.010000228881836,19.600000381469727,1297800,0,0
2022-02-24 00:00:00-05:00,18.329999923706055,19.860000610351562,18.290000915527344,19.610000610351562,1493700,0,0
2022-02-25 00:00:00-05:00,20.200000762939453,20.360000610351562,18.299999237060547,18.5,1232800,0,0
2022-02-28 00:00:00-05:00,18.670000076293945,18.850000381469727,16.649999618530273,17.959999084472656,1709300,0,0
2022-03-01 00:00:00-05:00,17.469999313354492,17.8799991607666,16.363000869750977,17.639999389648438,1668800,0,0
2022-03-02 00:00:00-05:00,17.1299991607666,18.450000762939453,17.06999969482422,17.170000076293945,1583100,0,0
2022-03-03 00:00:00-05:00,17.43000030517578,17.799999237060547,16.700000762939453,17.43000030517578,1978100,0,0
2022-03-04 00:00:00-05:00,17.350000381469727,19.190000534057617,17.1200008392334,18.600000381469727,2221000,0,0
2022-03-07 00:00:00-05:00,18.649999618530273,18.799999237060547,16.549999237060547,16.81999969482422,3239100,0,0
2022-03-08 00:00:00-05:00,17.209999084472656,17.350000381469727,15.84000015258789,15.960000038146973,1317700,0,0
2022-03-09 00:00:00-05:00,16.1299991607666,16.799999237060547,14.720000267028809,16.68000030517578,2014900,0,0
2022-03-10 00:00:00-05:00,16.450000762939453,16.600000381469727,15.6899995803833,16.510000228881836,1291100,0,0
2022-03-11 00:00:00-05:00,16.600000381469727,17.25,16.270000457763672,16.450000762939453,867000,0,0
2022-03-14 00:00:00-04:00,16.309999465942383,17.020000457763672,15.979999542236328,16.229999542236328,842400,0,0
2022-03-15 00:00:00-04:00,16.1200008392334,16.520000457763672,15.75,16.100000381469727,760500,0,0
2022-03-16 00:00:00-04:00,16.440000534057617,17.0,15.859999656677246,16.940000534057617,965700,0,0
2022-03-17 00:00:00-04:00,16.93000030517578,17.110000610351562,16.0,16.950000762939453,1436900,0,0
2022-03-18 00:00:00-04:00,16.459999084472656,16.709999084472656,15.609999656677246,16.65999984741211,2518600,0,0
2022-03-21 00:00:00-04:00,16.940000534057617,16.950000762939453,15.859999656677246,16.200000762939453,1091300,0,0
2022-03-22 00:00:00-04:00,16.100000381469727,17.399999618530273,16.020000457763672,17.1200008392334,1580500,0,0
2022-03-23 00:00:00-04:00,17.100000381469727,18.209999084472656,17.100000381469727,18.1299991607666,2043400,0,0
2022-03-24 00:00:00-04:00,18.0,19.444000244140625,18.0,19.149999618530273,2617900,0,0
2022-03-25 00:00:00-04:00,19.149999618530273,20.80299949645996,19.139999389648438,19.950000762939453,2290200,0,0
2022-03-28 00:00:00-04:00,19.700000762939453,19.989999771118164,18.899999618530273,19.959999084472656,1433500,0,0
2022-03-29 00:00:00-04:00,19.760000228881836,20.200000762939453,19.299999237060547,20.030000686645508,1233300,0,0
2022-03-30 00:00:00-04:00,19.809999465942383,20.1200008392334,19.700000762939453,20.1200008392334,1185500,0,0
2022-03-31 00:00:00-04:00,19.940000534057617,21.700000762939453,19.920000076293945,20.8700008392334,3220600,0,0
2022-04-01 00:00:00-04:00,21.0,21.989999771118164,20.15399932861328,21.969999313354492,2450800,0,0
2022-04-04 00:00:00-04:00,21.979999542236328,29.200000762939453,21.510000228881836,28.280000686645508,8493800,0,0
2022-04-05 00:00:00-04:00,24.920000076293945,26.8799991607666,22.610000610351562,24.100000381469727,3820400,0,0
2022-04-06 00:00:00-04:00,24.010000228881836,26.700000762939453,24.0,26.639999389648438,2868300,0,0
2022-04-07 00:00:00-04:00,26.700000762939453,29.450000762939453,26.510000228881836,28.190000534057617,3948100,0,0
2022-04-08 00:00:00-04:00,28.0,30.3700008392334,27.700000762939453,29.450000762939453,2337100,0,0
2022-04-11 00:00:00-04:00,29.600000381469727,33.32899856567383,27.260000228881836,33.11000061035156,4346200,0,0
2022-04-12 00:00:00-04:00,33.220001220703125,34.0,29.06999969482422,30.059999465942383,2254800,0,0
2022-04-13 00:00:00-04:00,29.670000076293945,29.670000076293945,25.65999984741211,26.010000228881836,2178000,0,0
2022-04-14 00:00:00-04:00,25.530000686645508,25.700000762939453,22.770000457763672,23.1200008392334,1791600,0,0
2022-04-18 00:00:00-04:00,23.0,25.25,22.360000610351562,23.0,1873900,0,0
2022-04-19 00:00:00-04:00,22.239999771118164,22.399999618530273,17.40999984741211,17.68000030517578,3131600,0,0
2022-04-20 00:00:00-04:00,18.649999618530273,20.16200065612793,17.399999618530273,18.989999771118164,3182000,0,0
2022-04-21 00:00:00-04:00,18.8700008392334,19.270000457763672,17.799999237060547,18.139999389648438,1008600,0,0
2022-04-22 00:00:00-04:00,18.260000228881836,18.649999618530273,17.6299991607666,18.1299991607666,825000,0,0
2022-04-25 00:00:00-04:00,17.959999084472656,18.059999465942383,16.079999923706055,16.25,1825300,0,0
2022-04-26 00:00:00-04:00,16.290000915527344,16.3799991607666,14.989999771118164,15.140000343322754,1198700,0,0
2022-04-27 00:00:00-04:00,15.210000038146973,16.139999389648438,14.930000305175781,15.75,867600,0,0
2022-04-28 00:00:00-04:00,15.899999618530273,15.899999618530273,14.699999809265137,14.9399995803833,1098900,0,0
